hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
1,1,122,2015,1,32,7,2,2,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,186.0,0,1
1,0,83,2015,1,32,7,2,2,2,0.0,0,0,51,5,3,0,0,0,0,0,0,0,175.0,,0,3,107.2,0,2
1,0,16,2015,1,32,7,2,3,2,0.0,0,0,76,6,3,0,0,0,4,4,0,0,240.0,,0,2,221.0,0,2
1,1,43,2015,1,32,7,2,4,2,0.0,0,2,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,202.0,0,0
1,1,73,2015,1,32,7,2,5,2,2.0,0,0,135,6,3,0,0,0,2,2,0,0,105.0,,0,2,169.0,0,0
1,0,116,2015,1,32,7,2,5,2,1.0,1,0,135,5,3,0,0,0,2,2,0,0,5.0,,0,2,133.5,1,2
1,1,113,2015,1,32,7,2,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,105.0,,0,3,154.38,0,1
1,1,113,2015,1,32,7,2,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,105.0,,0,3,154.38,0,1
1,0,51,2015,1,32,7,2,5,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,205.0,0,2
1,0,65,2015,1,32,7,2,7,2,0.0,0,0,123,6,3,0,0,0,0,0,1,0,240.0,,0,2,121.39,1,1
1,0,0,2015,1,32,8,0,1,2,0.0,0,0,31,6,3,0,0,0,0,0,0,0,240.0,,0,2,171.9,1,0
1,1,87,2015,1,32,8,0,1,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,164.0,0,1
1,1,106,2015,1,32,8,1,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,134.0,0,1
1,0,5,2015,1,32,8,1,1,2,0.0,0,0,29,6,3,0,0,0,6,7,0,0,240.0,,0,2,250.0,0,1
1,0,98,2015,1,32,8,1,1,2,0.0,0,2,51,6,3,0,0,0,4,5,0,0,240.0,,0,2,208.0,1,1
1,1,78,2015,1,32,8,1,1,2,2.0,0,0,135,3,1,0,0,0,2,2,0,0,250.0,,0,2,181.0,0,0
1,0,4,2015,1,32,8,2,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,172.0,0,3
1,0,5,2015,1,32,8,2,1,2,0.0,0,0,169,6,3,0,0,0,3,3,0,0,241.0,,0,2,157.59,0,1
1,0,3,2015,1,32,8,2,2,2,0.0,0,2,51,6,3,0,0,0,0,3,0,0,240.0,,0,2,211.75,1,3
1,0,85,2015,1,32,8,2,2,2,0.0,0,2,56,6,3,0,0,0,6,6,0,0,240.0,,0,2,246.0,0,1
1,1,137,2015,1,32,8,2,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,108.54,0,1
1,1,67,2015,1,32,8,2,4,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,186.0,0,0
1,1,54,2015,1,32,8,2,5,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,205.0,0,1
1,1,87,2015,1,32,8,2,5,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,154.0,0,1
1,1,54,2015,1,32,8,2,5,2,0.0,0,2,135,3,1,0,0,0,0,0,0,0,250.0,,0,2,200.71,0,0
1,0,12,2015,1,32,8,2,5,2,2.0,0,0,135,5,3,0,0,0,6,6,0,0,,,0,2,252.0,1,1
1,1,60,2015,1,32,8,2,5,2,2.0,0,0,135,5,3,0,0,0,2,2,0,0,196.0,,0,2,135.2,0,0
1,0,75,2015,1,32,8,2,5,2,2.0,0,1,135,3,1,0,0,0,2,2,0,0,250.0,,0,2,276.43,1,3
1,1,54,2015,1,32,8,2,5,2,0.0,0,2,135,3,1,0,0,0,5,5,0,0,250.0,,0,2,228.0,0,0
1,0,126,2015,1,32,8,2,5,2,0.0,1,2,135,5,3,0,0,0,0,0,0,0,261.0,,0,2,133.0,1,2
1,1,54,2015,1,32,8,2,5,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,205.0,0,1
1,1,84,2015,1,32,8,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,134.0,0,2
1,1,106,2015,1,32,8,2,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,171.0,,0,2,119.7,0,1
1,0,136,2015,1,32,8,2,5,2,0.0,0,0,76,5,3,0,0,0,0,0,0,0,156.0,,0,0,90.95,0,1
1,0,98,2015,1,32,8,2,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,127.0,,0,2,138.0,0,0
1,1,91,2015,1,32,8,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,134.0,0,1
1,1,58,2015,1,32,8,2,6,1,0.0,0,0,135,3,1,0,0,0,4,4,1,0,250.0,,0,2,173.0,0,0
1,0,61,2015,1,32,8,4,9,2,0.0,0,0,56,6,3,0,0,0,3,3,0,0,240.0,,0,2,165.69,1,0
1,0,0,2015,1,33,9,1,0,2,0.0,0,0,135,3,1,0,0,0,6,6,0,0,,,0,2,195.0,0,0
1,0,5,2015,1,33,9,1,0,2,0.0,0,0,135,6,3,0,0,0,0,4,0,0,306.0,,0,2,127.31,0,0
1,0,2,2015,1,33,9,1,0,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,134.0,0,1
1,1,9,2015,1,33,9,2,0,2,1.0,0,0,135,3,1,0,0,0,3,3,0,0,250.0,,0,2,207.0,0,2
1,1,10,2015,1,33,9,2,0,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,211.5,0,1
1,0,62,2015,1,33,9,2,1,2,0.0,0,0,56,6,3,0,0,0,4,5,1,0,240.0,,0,2,210.33,1,2
1,0,34,2015,1,33,9,2,2,2,0.0,0,0,169,6,3,0,0,0,3,3,0,0,240.0,,0,2,211.0,0,1
1,0,82,2015,1,33,9,2,2,2,0.0,0,0,34,6,3,0,0,0,3,3,0,0,240.0,,0,2,154.0,0,0
1,1,65,2015,1,33,9,2,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,145.4,0,0
1,1,129,2015,1,33,9,2,3,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,101.25,0,0
1,0,55,2015,1,33,9,2,4,2,0.0,0,2,107,6,3,0,0,0,3,3,0,0,242.0,,0,2,179.38,0,0
1,1,122,2015,1,33,9,2,4,2,0.0,0,2,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,166.0,0,2
1,1,41,2015,1,33,9,2,4,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,202.0,0,2
1,1,41,2015,1,33,9,2,4,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,172.0,0,2
1,0,81,2015,1,33,9,2,4,2,1.0,1,1,51,3,1,0,0,0,2,2,0,0,250.0,,0,2,277.0,1,1
1,0,59,2015,1,33,9,2,5,2,0.0,0,0,59,5,3,0,0,0,0,0,0,0,243.0,,0,2,104.0,0,0
1,0,72,2015,1,33,9,2,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,149.0,,0,2,133.0,0,1
1,1,68,2015,1,33,9,2,5,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,214.0,0,0
1,0,81,2015,1,33,9,2,5,2,0.0,0,2,59,5,3,0,0,0,0,0,0,0,243.0,,0,2,130.0,0,0
1,1,72,2015,1,33,9,2,5,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,154.0,0,0
1,0,68,2015,1,33,9,2,5,2,0.0,0,0,59,5,3,0,0,0,0,0,0,0,26.0,,0,2,106.4,0,0
1,1,127,2015,1,33,9,4,10,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,29.0,,0,3,133.0,0,1
1,1,127,2015,1,33,9,4,10,1,0.0,0,2,135,5,3,0,0,0,0,0,1,0,29.0,,0,3,120.0,0,1
1,0,5,2015,1,33,10,0,0,2,0.0,0,2,135,6,3,0,0,0,3,5,0,0,240.0,,0,2,0.0,0,2
1,0,68,2015,1,33,10,1,2,2,1.0,0,2,135,5,3,0,0,0,4,4,0,0,96.0,,0,2,254.0,1,1
1,1,47,2015,1,33,10,1,2,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,192.0,0,1
1,0,19,2015,1,33,10,1,2,2,0.0,0,0,140,6,3,0,0,0,4,5,0,0,240.0,,0,2,221.0,0,2
1,1,72,2015,1,33,10,1,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,120.6,0,0
1,0,30,2015,1,33,10,1,2,2,0.0,0,0,169,6,3,0,0,0,0,2,0,0,240.0,,0,2,211.0,0,0
1,1,139,2015,1,33,10,1,4,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,147.6,0,1
1,0,112,2015,1,33,10,1,4,2,0.0,0,0,51,5,3,0,0,0,3,3,0,0,258.0,,0,2,129.0,0,0
1,1,63,2015,1,33,10,1,4,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,205.0,0,0
1,0,35,2015,1,33,10,1,5,2,0.0,0,0,51,6,3,0,0,0,0,0,0,0,241.0,,0,2,147.07,0,1
1,1,75,2015,1,33,10,1,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,142.0,,0,2,107.2,0,0
1,0,136,2015,1,33,10,1,5,2,0.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,179.1,1,1
1,0,35,2015,1,33,10,1,5,2,0.0,0,0,135,6,3,0,0,0,5,5,0,0,241.0,,0,2,164.65,0,1
1,1,63,2015,1,33,10,1,5,2,1.0,0,0,135,3,1,0,0,0,3,3,0,0,250.0,,0,2,200.0,0,1
1,1,77,2015,1,33,10,1,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,134.0,0,0
1,0,62,2015,1,33,10,2,5,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,233.0,0,0
1,1,95,2015,1,33,10,2,5,4,0.0,0,0,135,3,1,0,0,0,7,7,0,0,,,0,2,190.0,0,0
1,1,101,2015,1,33,10,2,5,2,0.0,1,2,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,196.0,0,2
1,1,38,2015,1,33,10,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,185.57,0,2
1,1,60,2015,1,33,10,3,5,2,0.0,0,0,135,3,1,0,0,0,5,5,0,0,,,0,2,175.0,0,1
1,1,60,2015,1,33,10,3,5,2,0.0,0,0,135,3,1,0,0,0,5,5,0,0,,,0,2,175.0,0,1
1,0,76,2015,1,33,10,3,8,2,0.0,0,2,76,3,1,0,0,0,3,3,0,0,,,0,2,169.0,0,1
1,0,90,2015,1,33,11,0,0,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,0.0,0,2
1,0,90,2015,1,33,11,0,0,2,0.0,0,0,135,6,3,0,0,0,0,3,0,0,240.0,,0,2,0.0,0,2
1,1,87,2015,1,33,11,0,2,2,0.0,0,0,135,3,1,0,0,0,0,0,1,0,250.0,,0,2,134.0,0,0
1,1,31,2015,1,33,11,0,2,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,211.0,0,2
1,1,74,2015,1,33,11,0,2,2,0.0,0,0,135,3,1,0,0,0,0,0,1,0,250.0,,0,2,134.0,0,1
1,1,120,2015,1,33,11,0,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,120.6,0,1
1,1,120,2015,1,33,11,0,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,120.6,0,1
1,1,120,2015,1,33,11,0,3,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,112.5,0,1
1,1,116,2015,1,33,11,0,4,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,164.0,0,0
1,1,83,2015,1,33,11,0,4,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,120.6,0,0
1,0,80,2015,1,33,11,0,4,2,0.0,0,0,76,6,3,0,0,0,3,3,0,0,240.0,,0,2,154.0,0,0
1,1,27,2015,1,33,11,0,4,1,1.0,0,0,135,3,1,0,0,0,2,2,0,0,250.0,,0,2,207.0,0,2
1,1,78,2015,1,33,11,0,5,2,0.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,214.0,0,0
1,1,117,2015,1,33,11,0,5,2,0.0,0,2,135,5,3,0,0,0,3,3,0,0,242.0,,0,3,186.0,0,1
1,0,70,2015,1,33,11,0,5,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,154.0,0,0
1,1,85,2015,1,33,11,0,5,3,0.0,0,0,135,6,3,0,0,0,0,0,0,0,242.0,,0,2,162.3,0,3
1,1,117,2015,1,33,11,0,5,2,0.0,0,2,135,5,3,0,0,0,3,3,0,0,242.0,,0,3,186.0,0,1
1,1,22,2015,1,33,11,1,5,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,241.0,0,0
1,1,34,2015,1,33,11,2,5,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,274.93,0,2
1,0,68,2015,1,33,11,2,5,2,0.0,0,2,140,6,3,0,0,0,0,0,0,0,240.0,,0,2,156.73,0,0
1,1,69,2015,1,33,11,2,5,2,0.0,0,2,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,156.73,0,0
1,1,85,2015,1,33,11,0,5,2,0.0,0,0,135,6,3,0,0,0,0,0,1,0,242.0,,0,2,134.0,0,2
1,1,102,2015,1,33,11,0,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,134.0,0,1
1,0,31,2015,1,33,11,2,5,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,211.0,0,1
1,0,49,2015,1,33,11,2,8,2,1.0,0,1,135,5,3,0,0,0,4,4,1,0,5.0,,0,2,200.7,1,2
1,0,84,2015,1,33,11,2,8,2,1.0,0,0,76,5,3,0,0,0,3,3,1,0,171.0,,0,2,142.26,0,1
1,1,102,2015,1,33,11,2,10,2,0.0,0,2,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,196.0,0,2
1,0,66,2015,1,33,11,2,10,2,2.0,0,0,59,6,3,0,0,0,2,2,1,0,241.0,,0,2,129.41,0,1
1,1,80,2015,1,33,11,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,241.0,,0,2,98.02,0,0
1,1,85,2015,1,33,11,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,120.6,0,0
1,1,33,2015,1,33,12,0,1,1,0.0,0,0,135,4,0,0,0,0,0,0,0,0,,307.0,0,3,191.0,0,0
1,1,1,2015,1,33,12,0,1,2,0.0,1,0,135,3,1,0,0,0,4,4,0,0,,,0,2,191.0,0,2
1,0,33,2015,1,33,12,0,1,2,0.0,0,0,135,4,0,0,0,0,6,6,0,0,,307.0,0,3,252.0,0,1
1,0,47,2015,1,33,12,0,3,2,0.0,0,2,56,6,3,0,0,0,0,0,0,0,241.0,,0,2,157.08,0,2
1,1,2,2015,1,33,12,0,3,2,0.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,258.33,0,1
1,1,22,2015,1,33,12,0,4,2,0.0,0,0,135,6,3,0,0,0,3,3,1,0,240.0,,0,2,211.0,0,3
1,1,22,2015,1,33,12,0,4,2,0.0,0,0,135,6,3,0,0,0,3,3,1,0,240.0,,0,2,211.0,0,3
1,1,55,2015,1,33,12,2,5,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,241.0,,0,2,133.21,0,0
1,1,68,2015,1,33,12,2,6,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,173.5,0,0
1,1,128,2015,1,33,12,2,8,1,0.0,0,0,135,5,3,0,0,0,0,3,0,0,6.0,,0,3,90.95,0,1
1,0,128,2015,1,33,12,2,8,2,0.0,0,0,56,5,3,0,0,0,0,3,0,0,6.0,,0,3,90.95,0,1
1,0,128,2015,1,33,12,2,8,2,0.0,0,0,56,5,3,0,0,0,0,3,0,0,6.0,,0,3,90.95,0,1
1,0,78,2015,1,33,12,1,4,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,134.0,0,0
1,1,85,2015,1,33,12,4,10,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,120.6,0,0
1,0,0,2015,1,33,13,0,1,2,0.0,0,0,56,6,3,0,0,0,0,1,0,0,240.0,,0,2,172.0,0,1
1,0,9,2015,1,33,13,0,1,2,0.0,0,0,34,2,0,0,0,0,4,5,0,0,110.0,,0,2,184.45,1,0
1,0,1,2015,1,33,13,0,1,3,0.0,0,0,76,2,0,0,0,0,0,5,0,0,,110.0,0,2,158.0,1,1
1,1,9,2015,1,33,13,0,1,2,0.0,0,0,135,2,0,0,0,0,4,4,0,0,110.0,,0,2,184.45,0,0
1,1,120,2015,1,33,13,0,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,120.6,0,0
1,1,72,2015,1,33,13,0,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,147.0,,0,2,114.14,0,1
1,0,23,2015,1,33,13,0,3,2,0.0,0,0,51,5,3,0,0,0,3,4,0,0,142.0,,0,0,168.8,0,0
1,1,8,2015,1,33,13,0,3,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,,,0,2,178.33,0,2
1,0,47,2015,1,33,13,0,3,2,1.0,1,2,140,6,3,0,0,0,2,2,0,0,242.0,,0,2,255.0,0,2
1,1,8,2015,1,33,13,0,3,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,,,0,2,178.33,0,2
1,0,135,2015,1,33,13,1,3,2,0.0,0,2,51,6,3,0,0,0,4,4,0,0,240.0,,0,2,196.0,0,1
1,0,76,2015,1,33,13,1,3,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,147.0,,0,2,87.91,0,1
1,1,15,2015,1,33,13,2,3,2,0.0,0,0,135,3,1,0,0,0,4,4,0,0,,,0,2,211.0,0,0
1,1,23,2015,1,33,13,2,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,187.2,0,2
1,0,87,2015,1,33,13,2,3,2,0.0,0,0,51,6,3,0,0,0,3,4,1,0,240.0,,0,2,154.0,0,2
1,0,19,2015,1,33,13,2,3,1,0.0,0,2,135,6,3,0,0,0,3,3,0,0,242.0,,0,2,243.0,0,1
1,0,21,2015,1,33,13,2,3,2,1.0,0,0,135,3,1,0,0,0,3,4,0,0,,,0,3,222.2,0,2
1,0,19,2015,1,33,13,2,3,2,0.0,1,2,135,6,3,0,0,0,3,3,0,0,242.0,,0,2,243.0,0,2
1,1,23,2015,1,33,13,2,3,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,178.2,0,2
1,1,89,2015,1,33,13,2,5,2,0.0,0,0,135,5,3,0,0,0,0,1,0,0,142.0,,0,0,107.2,0,2
1,0,51,2015,1,33,14,0,0,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,0.0,0,2
1,0,0,2015,1,33,14,0,1,2,2.0,0,0,29,3,1,0,0,0,6,6,0,0,,,0,2,203.0,0,0
1,0,0,2015,1,33,14,0,1,2,0.0,0,0,135,3,1,0,0,0,0,3,1,0,,,0,2,173.0,0,0
1,0,0,2015,1,33,14,0,1,2,0.0,0,0,135,6,3,0,0,0,3,5,0,0,240.0,,0,3,172.0,0,2
1,0,0,2015,1,33,14,0,1,2,0.0,0,0,135,6,3,0,0,0,0,4,0,0,240.0,,0,2,120.6,0,0
1,0,0,2015,1,33,14,0,1,2,0.0,0,0,31,6,3,0,0,0,3,5,0,0,240.0,,0,3,172.0,0,2
1,0,38,2015,1,33,14,0,2,3,0.0,0,2,51,6,3,0,0,0,0,3,1,0,242.0,,0,2,266.4,0,2
1,0,21,2015,1,33,14,0,2,2,0.0,0,0,51,6,3,0,0,0,4,4,0,0,240.0,,0,2,236.0,0,1
1,1,34,2015,1,33,14,0,2,2,2.0,0,0,135,6,3,0,0,0,6,6,1,0,240.0,,0,2,271.0,0,0
1,1,51,2015,1,33,14,0,2,2,0.0,0,2,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,232.0,0,1
1,0,38,2015,1,33,14,0,2,2,0.0,0,2,51,6,3,0,0,0,0,3,0,0,242.0,,0,2,223.0,0,1
1,0,0,2015,1,33,14,1,2,3,0.0,0,0,135,6,3,0,0,0,0,1,0,0,240.0,,0,2,178.67,0,2
1,1,84,2015,1,33,14,2,2,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,134.0,,0,2,133.0,0,0
1,1,63,2015,1,33,14,2,2,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,195.5,0,0
1,0,7,2015,1,33,14,2,2,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,,,0,2,167.25,0,0
1,1,91,2015,1,33,14,2,2,2,0.0,0,2,135,3,1,0,0,0,5,5,0,0,,,0,2,209.0,0,0
1,0,81,2015,1,33,14,2,3,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,166.0,1,0
1,0,6,2015,1,33,14,2,3,2,0.0,0,0,51,6,3,0,0,0,3,3,0,0,240.0,,0,2,195.8,1,1
1,1,64,2015,1,33,14,2,5,3,0.0,0,2,135,3,1,0,0,0,3,3,0,0,,,0,3,229.0,0,1
1,0,52,2015,1,33,14,2,5,2,1.0,0,2,135,3,1,0,0,0,2,2,2,0,,,0,2,160.0,1,0
1,1,22,2015,1,33,14,2,5,2,0.0,0,2,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,266.0,0,0
1,0,150,2015,1,33,14,2,5,2,0.0,0,0,123,5,3,0,0,0,0,0,0,0,71.0,,0,2,96.3,0,1
1,0,64,2015,1,33,14,2,5,2,0.0,0,0,123,5,3,0,0,0,0,0,0,0,71.0,,0,2,107.0,0,0
1,1,22,2015,1,33,14,2,5,2,2.0,0,2,135,3,1,0,0,0,2,2,1,0,250.0,,0,2,262.0,0,2
1,0,3,2015,1,33,15,1,1,2,0.0,0,0,135,3,1,0,0,0,3,5,0,0,250.0,,0,2,182.5,0,1
1,0,68,2015,1,33,15,2,2,2,0.0,0,2,135,5,3,0,0,0,3,3,0,0,146.0,,0,2,157.0,0,1
1,0,35,2015,1,33,15,2,2,2,0.0,0,2,135,3,1,0,0,0,3,4,0,0,250.0,,0,2,234.0,1,0
1,0,2,2015,1,33,15,2,2,2,2.0,0,0,169,6,3,0,0,0,6,6,0,0,240.0,,0,2,242.5,0,0
1,0,68,2015,1,33,15,2,2,2,0.0,0,2,135,5,3,0,0,0,3,3,0,0,146.0,,0,2,157.0,0,1
1,1,11,2015,1,33,15,2,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,158.4,0,2
1,1,80,2015,1,33,15,2,3,2,0.0,1,2,135,6,3,0,0,0,4,4,1,0,240.0,,0,2,208.0,0,3
1,1,80,2015,1,33,15,2,3,3,0.0,0,2,135,5,3,0,0,0,0,0,0,0,6.0,,0,2,183.45,0,1
1,0,72,2015,1,33,15,2,3,3,0.0,0,0,51,5,3,0,0,0,0,0,0,0,175.0,,0,2,131.2,0,1
1,1,80,2015,1,33,15,2,3,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,6.0,,0,2,133.0,0,1
1,0,77,2015,1,33,15,2,3,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,96.0,,0,3,135.0,0,1
1,1,80,2015,1,33,15,2,3,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,6.0,,0,2,133.0,0,1
1,0,31,2015,1,33,15,2,4,2,0.0,0,1,135,3,1,0,0,0,3,3,0,0,,,0,3,248.0,0,1
1,1,77,2015,1,33,15,2,4,3,0.0,0,1,135,5,3,0,0,0,0,0,0,0,175.0,,0,2,209.2,0,0
1,0,93,2015,1,33,15,2,4,2,0.0,0,0,51,5,3,0,0,0,0,0,0,0,134.0,,0,2,107.0,0,0
1,0,31,2015,1,33,15,2,4,2,0.0,0,1,135,3,1,0,0,0,3,3,0,0,,,0,3,299.33,1,1
1,0,89,2015,1,33,15,2,5,3,0.0,0,0,135,5,3,0,0,0,0,0,1,0,67.0,,0,2,156.45,0,1
1,1,68,2015,1,33,15,2,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,196.0,,0,2,135.0,0,0
1,1,72,2015,1,33,15,2,5,2,0.0,0,2,135,5,3,0,0,0,3,3,0,0,6.0,,0,2,149.0,0,0
1,0,65,2015,1,33,15,2,5,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,8.0,,0,2,107.0,0,0
1,1,71,2015,1,33,15,2,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,196.0,,0,2,135.0,0,0
1,1,65,2015,1,33,15,2,5,2,0.0,0,2,135,5,3,0,0,0,0,0,0,0,196.0,,0,2,135.0,0,0
1,0,89,2015,1,33,15,2,5,2,1.0,0,0,135,5,3,0,0,0,0,0,0,0,67.0,,0,2,145.75,1,1
1,1,98,2015,1,33,15,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,132.6,0,1
1,0,26,2015,1,33,15,2,5,2,0.0,0,0,135,3,1,0,0,0,3,3,1,0,,,0,2,200.71,1,0
1,1,67,2015,1,33,15,2,5,2,0.0,0,2,135,6,3,0,0,0,4,4,1,0,240.0,,0,2,198.71,0,0
1,1,54,2015,1,33,15,2,5,3,1.0,0,0,135,3,1,0,0,0,2,2,0,0,,,0,2,218.0,0,0
1,0,75,2015,1,33,15,2,5,2,0.0,0,0,76,5,3,0,0,0,0,0,0,0,156.0,,0,2,101.65,0,0
1,1,78,2015,1,33,15,2,6,2,0.0,0,2,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,186.0,0,0
1,1,53,2015,1,33,15,2,6,2,1.0,0,2,135,3,1,0,0,0,2,2,0,0,,,0,2,160.0,0,0
1,1,65,2015,1,33,15,2,5,2,0.0,0,2,135,6,3,0,0,0,3,3,1,0,242.0,,0,2,188.71,0,0
1,0,84,2015,1,33,15,4,10,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,261.0,,0,2,107.0,0,1
1,1,47,2015,1,33,15,6,12,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,181.94,0,0
1,0,37,2015,1,34,16,1,0,1,0.0,0,0,135,4,0,0,0,0,0,0,0,0,,307.0,0,3,172.0,0,0
1,0,37,2015,1,34,16,1,0,1,0.0,0,0,135,4,0,0,0,0,0,0,0,0,,307.0,0,2,172.0,0,0
1,1,4,2015,1,34,16,1,0,2,0.0,0,0,135,2,0,0,0,0,4,4,0,0,,110.0,0,2,185.0,0,0
1,0,37,2015,1,34,16,1,0,1,0.0,0,0,135,4,0,0,0,0,0,0,0,0,,307.0,0,3,172.0,0,0
1,0,37,2015,1,34,16,1,0,1,0.0,0,0,135,4,0,0,0,0,0,0,0,0,,307.0,0,3,172.0,0,0
1,1,12,2015,1,34,16,1,0,2,0.0,0,0,135,2,0,0,0,0,4,4,0,0,110.0,,0,2,184.45,0,0
